,id_student,id_course,average,bac_average,status
0,14011097478,TEC1,10.5,12.42,Admis/Session1
1,14011197960,TEC1,7.0,12.98,Admis/Session2
2,14011198053,TEC1,8.0,12.44,Admis/Session1
3,14011198087,TEC1,6.0,12.13,Admis/Dettes
4,14011198125,TEC1,13.0,12.2,Admis/Dettes
5,14011198166,TEC1,7.0,12.25,Admis/Session1
6,14011198334,TEC1,8.0,12.44,Admis/Session2
7,14011198576,TEC1,12.0,12.23,Admis/Dettes
8,14011298615,TEC1,14.0,12.13,Admis/Session2
9,14011298631,TEC1,11.0,12.67,Admis/Session1
10,14011298667,TEC1,14.0,12.45,Admis/Session1
11,14011298672,TEC1,10.0,12.94,Admis/Session2
12,14011298683,TEC1,10.0,12.6,Admis/Dettes
13,14011298688,TEC1,6.0,12.82,Admis/Dettes
14,14011298704,TEC1,12.0,12.64,Admis/Session1
15,14011298763,TEC1,12.0,12.79,Admis/Dettes
16,14011298766,TEC1,14.0,12.19,Admis/Session2
17,14011298787,TEC1,10.0,12.34,Admis/Session1
18,14011298818,TEC1,12.0,12.48,Admis/Dettes
19,14011298879,TEC1,16.0,12.35,Admis/Dettes
20,14011298925,TEC1,12.0,12.57,Admis/Session1
21,14011298927,TEC1,11.0,12.7,Admis/Session1
22,14011298935,TEC1,15.0,12.82,Admis/Session1
23,14011299024,TEC1,15.0,12.68,Admis/Session1
24,14011299097,TEC1,10.0,12.17,Admis/Dettes
25,14011299190,TEC1,11.0,12.35,Admis/Dettes
26,14011299200,TEC1,10.0,12.77,Admis/Dettes
27,14011299212,TEC1,10.0,12.12,Admis/Dettes
28,14011299215,TEC1,5.0,12.13,Admis/Dettes
29,14011299234,TEC1,6.0,12.91,Admis/Dettes
