,id_student,id_course,average,bac_average,status
0,14011198194,StatD,10.04,13.08,Admis/Session1
1,14011198217,StatD,5.06,13.54,Admis/Dettes
2,14011198259,StatD,13.3,13.64,Admis/Session2
3,14011198335,StatD,11.36,13.66,Admis/Session1
4,14011198436,StatD,15.0,13.57,Admis/Dettes
5,14011298617,StatD,11.02,13.12,Admis/Dettes
6,14011298637,StatD,10.04,13.54,Admis/Session1
7,14011298676,StatD,17.99,13.21,Admis/Session1
8,14011298682,StatD,11.02,13.64,Admis/Session1
9,14011298686,StatD,18.33,13.95,Admis/Session1
10,14011298696,StatD,10.38,13.42,Admis/Session2
11,14011298705,StatD,15.32,13.02,Admis/Session1
12,14011298711,StatD,9.37,13.04,Admis/Session1
13,14011298770,StatD,10.0,13.01,Admis/Session2
14,14011298798,StatD,7.38,13.37,Admis/Session1
15,14011298838,StatD,15.66,13.4,Admis/Session1
16,14011298895,StatD,18.66,13.09,Admis/Session1
17,14011298979,StatD,15.32,13.75,Admis/Session1
18,14011299038,StatD,12.3,13.87,Admis/Session2
19,14011299066,StatD,15.99,13.5,Admis/Session2
20,14011299116,StatD,11.09,13.49,Admis/Session1
21,14011299136,StatD,13.14,13.57,Admis/Session1
22,14011299173,StatD,10.68,13.22,Admis/Session2
23,14011299174,StatD,6.06,13.15,Admis/Session1
