,id_student,id_course,average,bac_average,status
0,14011097150,Aly2,4.41,12.13,Admis/Dettes
1,14011097276,Aly2,7.4,12.21,Admis/Session1
2,14011097478,Aly2,7.22,12.42,Ajourné
3,14011097634,Aly2,8.38,12.78,Admis/Session1
4,14011197795,Aly2,10.87,12.45,Admis/Session2
5,14011197807,Aly2,10.04,12.14,Admis/Session2
6,14011197808,Aly2,7.89,12.69,Admis/Dettes
7,14011197810,Aly2,5.89,12.02,Admis/Dettes
8,14011197872,Aly2,10.36,12.13,Admis/Session1
9,14011197893,Aly2,7.72,12.65,Admis/Dettes
10,14011197914,Aly2,13.36,12.19,Admis/Session1
11,14011197936,Aly2,9.14,12.37,Admis/Session1
12,14011197947,Aly2,11.68,12.98,Admis/Session1
13,14011197960,Aly2,10.04,12.98,Ajourné
14,14011197966,Aly2,8.89,12.62,Admis/Session1
15,14011197977,Aly2,8.3,12.54,Admis/Session1
16,14011197993,Aly2,6.82,12.38,Admis/Dettes
17,14011198007,Aly2,9.89,12.01,Admis/Session1
18,14011198033,Aly2,10.38,12.22,Admis/Session1
19,14011198053,Aly2,8.72,12.44,Ajourné
20,14011198072,Aly2,12.19,12.88,Admis/Session1
21,14011198084,Aly2,11.36,12.99,Admis/Dettes
22,14011198087,Aly2,5.41,12.13,Ajourné
23,14011198113,Aly2,7.23,12.05,Admis/Session2
24,14011198116,Aly2,11.85,12.0,Admis/Session1
25,14011198125,Aly2,9.96,12.2,Ajourné
26,14011198166,Aly2,2.71,12.25,Ajourné
27,14011198174,Aly2,6.74,12.29,Admis/Session1
28,14011198198,Aly2,9.7,12.95,Admis/Session1
29,14011198214,Aly2,8.23,12.33,Admis/Dettes
30,14011198282,Aly2,4.36,12.05,Admis/Session2
31,14011198286,Aly2,16.0,12.73,Admis/Session2
32,14011198334,Aly2,6.54,12.44,Ajourné
33,14011198391,Aly2,8.71,12.36,Admis/Dettes
34,14011198410,Aly2,10.21,12.46,Admis/Session1
35,14011198430,Aly2,11.36,12.48,Admis/Dettes
36,14011198433,Aly2,13.36,12.0,Admis/Session1
37,14011198434,Aly2,10.36,12.75,Admis/Session2
38,14011198501,Aly2,10.21,12.87,Admis/Session1
39,14011198504,Aly2,10.11,12.39,Admis/Session2
40,14011198511,Aly2,8.63,12.35,Admis/Session1
41,14011198530,Aly2,4.91,12.11,Admis/Session2
42,14011198543,Aly2,6.74,12.57,Admis/Dettes
43,14011198576,Aly2,9.64,12.23,Ajourné
44,14011198582,Aly2,11.04,12.64,Admis/Session1
45,14011198587,Aly2,10.7,12.69,Admis/Session2
