,id_student,id_course,average,bac_average,status
0,14010996922,Chim,10.68,11.11,Ajourné
1,14011097177,Chim,9.36,11.37,Ajourné
2,14011097195,Chim,13.34,11.32,Admis/Session2
3,14011097274,Chim,10.34,11.42,Ajourné
4,14011097290,Chim,11.35,11.38,Admis/Session2
5,14011097377,Chim,10.68,11.04,Admis/Dettes
6,14011097400,Chim,9.36,11.73,Admis/Session2
7,14011097401,Chim,10.02,11.21,Admis/Session2
8,14011097402,Chim,15.3,11.21,Admis/Session2
9,14011097458,Chim,15.99,11.63,Admis/Session1
10,14011097473,Chim,11.33,11.7,Admis/Dettes
11,14011097482,Chim,12.02,11.38,Admis/Session1
12,14011097534,Chim,12.34,11.39,Admis/Dettes
13,14011097588,Chim,11.02,11.68,Ajourné
14,14011097615,Chim,10.68,11.33,Admis/Dettes
15,14011097629,Chim,10.7,11.84,Admis/Session1
16,14011097632,Chim,8.37,11.28,Admis/Session2
