,id_student,id_course,average,bac_average,status
0,14011198070,ALG1,5.23,11.58,Admis/Session1
1,14011198180,ALG1,8.86,11.85,Admis/Session1
2,14011198183,ALG1,6.06,11.79,Admis/Dettes
3,14011198389,ALG1,3.74,11.77,Admis/Dettes
4,14011198407,ALG1,6.06,11.57,Admis/Dettes
5,14011198445,ALG1,4.23,11.13,Admis/Dettes
6,14011198474,ALG1,6.56,11.43,Admis/Dettes
7,14011198512,ALG1,4.72,11.89,Admis/Dettes
8,14011198521,ALG1,5.4,11.55,Admis/Session2
9,14011198539,ALG1,4.07,11.5,Admis/Session1
10,14011198566,ALG1,4.72,11.13,Admis/Dettes
11,14011198597,ALG1,4.56,11.07,Admis/Session2
12,14011298620,ALG1,4.06,11.37,Admis/Session2
13,14011298622,ALG1,6.7,11.07,Admis/Session1
14,14011298636,ALG1,10.34,11.43,Admis/Session1
15,14011298641,ALG1,3.85,11.86,Admis/Dettes
16,14011298670,ALG1,10.03,11.26,Admis/Session1
17,14011298695,ALG1,4.39,11.19,Admis/Dettes
18,14011298765,ALG1,3.73,11.99,Admis/Session2
19,14011298834,ALG1,5.75,11.22,Admis/Session2
20,14011298877,ALG1,7.7,11.88,Admis/Dettes
21,14011298885,ALG1,10.34,11.49,Admis/Dettes
22,14011298977,ALG1,5.38,11.27,Admis/Session2
23,14011298981,ALG1,8.7,11.47,Admis/Dettes
24,14011299015,ALG1,5.04,11.49,Admis/Dettes
25,14011299032,ALG1,10.66,11.72,Admis/Session1
26,14011299080,ALG1,7.03,11.29,Admis/Dettes
27,14011299127,ALG1,10.17,11.35,Admis/Session1
28,14011299146,ALG1,9.01,11.14,Admis/Session2
29,14011299188,ALG1,12.34,11.67,Admis/Session1
