,id_student,id_course,average,bac_average,status
0,14011198070,Aly2,9.2,11.58,Admis/Session1
1,14011198180,Aly2,8.2,11.85,Admis/Session1
2,14011198183,Aly2,11.34,11.79,Admis/Dettes
3,14011198389,Aly2,6.39,11.77,Admis/Dettes
4,14011198407,Aly2,8.38,11.57,Admis/Dettes
5,14011198445,Aly2,4.62,11.13,Admis/Dettes
6,14011198474,Aly2,4.74,11.43,Admis/Dettes
7,14011198512,Aly2,4.88,11.89,Admis/Dettes
8,14011198521,Aly2,5.74,11.55,Admis/Session2
9,14011198539,Aly2,8.55,11.5,Admis/Session1
10,14011198566,Aly2,7.06,11.13,Admis/Dettes
11,14011198597,Aly2,6.06,11.07,Admis/Session2
12,14011298620,Aly2,13.13,11.37,Admis/Session2
13,14011298622,Aly2,12.68,11.07,Admis/Session1
14,14011298636,Aly2,10.68,11.43,Admis/Session1
15,14011298641,Aly2,7.25,11.86,Admis/Dettes
16,14011298670,Aly2,10.69,11.26,Admis/Session1
17,14011298695,Aly2,8.02,11.19,Admis/Dettes
18,14011298765,Aly2,6.06,11.99,Admis/Session2
19,14011298834,Aly2,7.86,11.22,Admis/Session2
20,14011298877,Aly2,12.17,11.88,Admis/Dettes
21,14011298885,Aly2,7.05,11.49,Admis/Dettes
22,14011298977,Aly2,6.22,11.27,Admis/Session2
23,14011298981,Aly2,11.02,11.47,Admis/Dettes
24,14011299015,Aly2,5.71,11.49,Admis/Dettes
25,14011299032,Aly2,11.52,11.72,Admis/Session1
26,14011299080,Aly2,12.01,11.29,Admis/Dettes
27,14011299127,Aly2,4.74,11.35,Admis/Session1
28,14011299146,Aly2,11.02,11.14,Admis/Session2
29,14011299188,Aly2,13.17,11.67,Admis/Session1
