,id_student,id_course,average,bac_average,status
0,14011097203,Algé2,12.83,13.34,Admis/Session1
1,14011097264,Algé2,4.36,13.42,Admis/Session2
2,14011097544,Algé2,8.02,13.71,Admis/Dettes
3,14011197876,Algé2,9.85,13.6,Admis/Session1
4,14011197877,Algé2,9.04,13.28,Admis/Session1
5,14011197918,Algé2,15.99,13.81,Admis/Session1
6,14011197922,Algé2,14.69,13.39,Admis/Session1
7,14011197939,Algé2,9.2,13.85,Admis/Session1
8,14011197965,Algé2,10.67,13.71,Admis/Dettes
9,14011197979,Algé2,10.93,13.95,Admis/Session1
10,14011198067,Algé2,10.19,13.89,Admis/Session1
11,14011198153,Algé2,8.02,13.43,Admis/Dettes
12,14011198176,Algé2,9.04,13.62,Admis/Session1
13,14011198194,Algé2,7.73,13.08,Ajourné
14,14011198217,Algé2,3.73,13.54,Ajourné
15,14011198242,Algé2,6.87,13.25,Admis/Session1
16,14011198256,Algé2,13.67,13.96,Admis/Session1
17,14011198259,Algé2,6.04,13.64,Ajourné
18,14011198260,Algé2,15.17,13.3,Admis/Session1
19,14011198335,Algé2,10.68,13.66,Ajourné
20,14011198357,Algé2,9.18,13.4,Admis/Session2
21,14011198386,Algé2,8.54,13.37,Admis/Session1
22,14011198409,Algé2,7.3,13.71,Admis/Session2
23,14011198412,Algé2,9.36,13.38,Admis/Session1
24,14011198427,Algé2,7.46,13.07,Admis/Dettes
25,14011198435,Algé2,10.04,13.54,Admis/Session1
26,14011198436,Algé2,7.53,13.57,Ajourné
27,14011198438,Algé2,6.96,13.33,Admis/Dettes
28,14011198458,Algé2,10.69,13.55,Admis/Session1
29,14011198465,Algé2,9.2,13.17,Admis/Session1
30,14011198467,Algé2,8.29,13.52,Admis/Dettes
31,14011198475,Algé2,5.98,13.04,Admis/Session1
32,14011198476,Algé2,4.08,13.8,Admis/Session1
33,14011198479,Algé2,5.47,13.97,Admis/Dettes
34,14011198484,Algé2,12.76,13.25,Admis/Session1
35,14011198545,Algé2,11.34,13.28,Admis/Dettes
36,14011198548,Algé2,7.79,13.19,Admis/Session2
