,id_student,id_course,average,bac_average,status
0,14011197816,TEC1,14.0,14.54,Admis/Session1
1,14011197923,TEC1,13.0,14.27,Admis/Session1
2,14011198041,TEC1,12.0,14.19,Admis/Session1
3,14011198101,TEC1,17.0,14.77,Admis/Session1
4,14011198103,TEC1,8.0,14.07,Admis/Session1
5,14011198136,TEC1,16.0,14.7,Admis/Session1
6,14011198216,TEC1,12.0,14.09,Admis/Session1
7,14011198466,TEC1,9.0,14.2,Admis/Session1
8,14011198477,TEC1,16.0,14.6,Admis/Session1
9,14011198487,TEC1,14.0,14.22,Admis/Dettes
10,14011198497,TEC1,13.0,14.15,Admis/Session1
11,14011198515,TEC1,7.0,14.15,Admis/Session2
12,14011198581,TEC1,15.0,14.25,Admis/Session1
