,id_student,id_course,average,bac_average,status
0,14011097478,CF,5.34,12.42,Admis/Session1
1,14011197960,CF,6.23,12.98,Admis/Session2
2,14011198053,CF,3.99,12.44,Admis/Session1
3,14011198087,CF,9.36,12.13,Admis/Dettes
4,14011198125,CF,9.04,12.2,Admis/Dettes
5,14011198166,CF,0.66,12.25,Admis/Session1
6,14011198334,CF,6.51,12.44,Admis/Session2
7,14011198576,CF,4.31,12.23,Admis/Dettes
8,14011298615,CF,10.16,12.13,Admis/Session2
9,14011298631,CF,11.68,12.67,Admis/Session1
10,14011298667,CF,10.69,12.45,Admis/Session1
11,14011298672,CF,4.71,12.94,Admis/Session2
12,14011298683,CF,9.71,12.6,Admis/Dettes
13,14011298688,CF,9.49,12.82,Admis/Dettes
14,14011298704,CF,11.51,12.64,Admis/Session1
15,14011298763,CF,12.48,12.79,Admis/Dettes
16,14011298766,CF,9.7,12.19,Admis/Session2
17,14011298787,CF,11.68,12.34,Admis/Session1
18,14011298818,CF,7.36,12.48,Admis/Dettes
19,14011298879,CF,14.14,12.35,Admis/Dettes
20,14011298925,CF,16.85,12.57,Admis/Session1
21,14011298927,CF,13.66,12.7,Admis/Session1
22,14011298935,CF,11.7,12.82,Admis/Session1
23,14011299024,CF,8.74,12.68,Admis/Session1
24,14011299097,CF,10.34,12.17,Admis/Dettes
25,14011299190,CF,11.52,12.35,Admis/Dettes
26,14011299200,CF,2.64,12.77,Admis/Dettes
27,14011299212,CF,6.73,12.12,Admis/Dettes
28,14011299215,CF,2.36,12.13,Admis/Dettes
