,id_student,id_course,average,bac_average,status
0,14011198070,Agl,13.0,11.58,Admis/Session1
1,14011198180,Agl,13.0,11.85,Admis/Session1
2,14011198183,Agl,9.0,11.79,Admis/Dettes
3,14011198389,Agl,17.0,11.77,Admis/Dettes
4,14011198407,Agl,10.0,11.57,Admis/Dettes
5,14011198445,Agl,10.0,11.13,Admis/Dettes
6,14011198474,Agl,10.0,11.43,Admis/Dettes
7,14011198512,Agl,16.0,11.89,Admis/Dettes
8,14011198521,Agl,10.0,11.55,Admis/Session2
9,14011198539,Agl,10.0,11.5,Admis/Session1
10,14011198566,Agl,10.0,11.13,Admis/Dettes
11,14011198597,Agl,12.0,11.07,Admis/Session2
12,14011298620,Agl,7.0,11.37,Admis/Session2
13,14011298622,Agl,12.0,11.07,Admis/Session1
14,14011298636,Agl,11.0,11.43,Admis/Session1
15,14011298641,Agl,8.0,11.86,Admis/Dettes
16,14011298670,Agl,16.0,11.26,Admis/Session1
17,14011298695,Agl,12.0,11.19,Admis/Dettes
18,14011298765,Agl,14.0,11.99,Admis/Session2
19,14011298834,Agl,15.0,11.22,Admis/Session2
20,14011298877,Agl,11.0,11.88,Admis/Dettes
21,14011298885,Agl,19.0,11.49,Admis/Dettes
22,14011298977,Agl,10.0,11.27,Admis/Session2
23,14011298981,Agl,9.0,11.47,Admis/Dettes
24,14011299015,Agl,10.0,11.49,Admis/Dettes
25,14011299032,Agl,14.0,11.72,Admis/Session1
26,14011299080,Agl,11.0,11.29,Admis/Dettes
27,14011299127,Agl,11.0,11.35,Admis/Session1
28,14011299146,Agl,9.0,11.14,Admis/Session2
29,14011299188,Agl,13.0,11.67,Admis/Session1
