,id_student,id_course,average,bac_average,status
0,14011097130,StatD,9.38,13.95,Admis/Session1
1,14011097203,StatD,17.99,13.34,Ajourné
2,14011097250,StatD,5.04,13.12,Admis/Session1
3,14011097264,StatD,7.68,13.42,Ajourné
4,14011097286,StatD,6.74,13.77,Admis/Session1
5,14011097300,StatD,8.53,13.3,Admis/Dettes
6,14011097323,StatD,8.69,13.75,Admis/Session1
7,14011097339,StatD,12.18,13.09,Admis/Session1
8,14011097448,StatD,5.06,13.1,Admis/Session1
9,14011097465,StatD,9.38,13.87,Admis/Session2
10,14011097502,StatD,7.04,13.11,Admis/Session1
11,14011097518,StatD,4.38,13.5,Admis/Session1
12,14011097531,StatD,10.03,13.39,Admis/Session2
13,14011097544,StatD,4.71,13.71,Ajourné
14,14011097546,StatD,5.42,13.05,Admis/Session1
15,14011097606,StatD,7.38,13.19,Admis/Session1
16,14011097617,StatD,8.7,13.94,Admis/Session2
