,id_student,id_course,average,bac_average,status
0,14011097478,Mecaq,7.04,12.42,Admis/Session1
1,14011197960,Mecaq,8.04,12.98,Admis/Session2
2,14011198053,Mecaq,10.68,12.44,Admis/Session1
3,14011198087,Mecaq,6.04,12.13,Admis/Dettes
4,14011198125,Mecaq,12.67,12.2,Admis/Dettes
5,14011198166,Mecaq,6.04,12.25,Admis/Session1
6,14011198334,Mecaq,10.99,12.44,Admis/Session2
7,14011198576,Mecaq,11.66,12.23,Admis/Dettes
8,14011298615,Mecaq,6.37,12.13,Admis/Session2
9,14011298631,Mecaq,9.89,12.67,Admis/Session1
10,14011298667,Mecaq,6.08,12.45,Admis/Session1
11,14011298672,Mecaq,6.08,12.94,Admis/Session2
12,14011298683,Mecaq,7.06,12.6,Admis/Dettes
13,14011298688,Mecaq,7.36,12.82,Admis/Dettes
14,14011298704,Mecaq,10.7,12.64,Admis/Session1
15,14011298763,Mecaq,4.89,12.79,Admis/Dettes
16,14011298766,Mecaq,5.38,12.19,Admis/Session2
17,14011298787,Mecaq,6.38,12.34,Admis/Session1
18,14011298818,Mecaq,8.73,12.48,Admis/Dettes
19,14011298879,Mecaq,9.32,12.35,Admis/Dettes
20,14011298925,Mecaq,9.81,12.57,Admis/Session1
21,14011298927,Mecaq,14.0,12.7,Admis/Session1
22,14011298935,Mecaq,7.04,12.82,Admis/Session1
23,14011299024,Mecaq,13.71,12.68,Admis/Session1
24,14011299097,Mecaq,10.34,12.17,Admis/Dettes
25,14011299190,Mecaq,5.38,12.35,Admis/Dettes
26,14011299200,Mecaq,5.74,12.77,Admis/Dettes
27,14011299212,Mecaq,12.38,12.12,Admis/Dettes
28,14011299215,Mecaq,10.22,12.13,Admis/Dettes
29,14011299234,Mecaq,5.28,12.91,Admis/Dettes
