,id_student,id_course,average,bac_average,status
0,14010996922,Agl,10.0,11.11,Admis/Dettes
1,14011097177,Agl,6.0,11.37,Admis/Dettes
2,14011097274,Agl,7.0,11.42,Admis/Session1
3,14011097588,Agl,3.0,11.68,Admis/Session1
4,14011197866,Agl,11.5,11.25,Admis/Session1
5,14011197999,Agl,18.0,11.66,Admis/Session1
6,14011198010,Agl,18.0,11.48,Admis/Session2
7,14011198070,Agl,13.0,11.58,Ajourné
8,14011198091,Agl,18.0,11.44,Admis/Session2
9,14011198180,Agl,13.0,11.85,Ajourné
10,14011198183,Agl,9.0,11.79,Ajourné
11,14011198267,Agl,12.0,11.82,Admis/Session1
12,14011198389,Agl,17.0,11.77,Ajourné
13,14011198392,Agl,12.0,11.35,Admis/Session2
14,14011198396,Agl,10.0,11.72,Admis/Dettes
15,14011198407,Agl,10.0,11.57,Ajourné
16,14011198419,Agl,10.0,11.29,Admis/Dettes
17,14011198445,Agl,10.0,11.13,Ajourné
18,14011198452,Agl,12.5,11.95,Admis/Session2
19,14011198474,Agl,10.0,11.43,Ajourné
20,14011198480,Agl,10.0,11.5,Admis/Session2
21,14011198503,Agl,11.0,11.17,Admis/Session1
22,14011198512,Agl,16.0,11.89,Ajourné
23,14011198520,Agl,11.5,11.99,Admis/Session1
24,14011198521,Agl,10.0,11.55,Ajourné
25,14011198526,Agl,11.5,11.92,Admis/Session2
26,14011198528,Agl,13.5,11.82,Admis/Session2
27,14011198539,Agl,10.0,11.5,Ajourné
28,14011198544,Agl,11.0,11.65,Admis/Dettes
29,14011198566,Agl,10.0,11.13,Ajourné
30,14011198577,Agl,10.0,11.71,Admis/Session2
31,14011198583,Agl,10.0,11.44,Admis/Session1
32,14011198585,Agl,10.0,11.76,Admis/Dettes
33,14011198588,Agl,10.0,11.99,Admis/Session1
34,14011198597,Agl,12.0,11.07,Ajourné
