,id_student,id_course,average,bac_average,status
0,14011197816,Info2,10.5,14.54,Admis/Session1
1,14011197923,Info2,11.75,14.27,Admis/Session1
2,14011198041,Info2,11.08,14.19,Admis/Session1
3,14011198101,Info2,14.0,14.77,Admis/Session1
4,14011198103,Info2,9.45,14.07,Admis/Session1
5,14011198136,Info2,13.07,14.7,Admis/Session1
6,14011198216,Info2,14.82,14.09,Admis/Session1
7,14011198466,Info2,9.5,14.2,Admis/Session1
8,14011198477,Info2,13.25,14.6,Admis/Session1
9,14011198487,Info2,9.13,14.22,Admis/Dettes
10,14011198497,Info2,13.63,14.15,Admis/Session1
11,14011198515,Info2,8.44,14.15,Admis/Session2
12,14011198581,Info2,9.5,14.25,Admis/Session1
