,id_student,id_course,average,bac_average,status
0,14010996947,CF,9.02,10.66,Admis/Dettes
1,14011097102,CF,7.55,10.62,Admis/Dettes
2,14011097242,CF,11.09,10.25,Admis/Session1
3,14011097416,CF,10.03,10.88,Ajourné
4,14011097462,CF,10.39,10.93,Admis/Session1
5,14011097464,CF,7.91,10.52,Ajourné
6,14011097484,CF,10.07,10.74,Admis/Session2
7,14011097494,CF,15.53,10.06,Admis/Session1
8,14011097506,CF,11.93,10.07,Admis/Dettes
9,14011097543,CF,8.19,10.88,Admis/Dettes
10,14011097551,CF,13.73,10.28,Admis/Session1
11,14011097571,CF,0.0,10.0,Ajourné
12,14011097609,CF,6.38,10.8,Ajourné
