,id_student,id_course,average,bac_average,status
0,14011198070,Elect,7.36,11.58,Admis/Session1
1,14011198180,Elect,9.02,11.85,Admis/Session1
2,14011198183,Elect,6.21,11.79,Admis/Dettes
3,14011198389,Elect,3.4,11.77,Admis/Dettes
4,14011198407,Elect,10.68,11.57,Admis/Dettes
5,14011198445,Elect,10.36,11.13,Admis/Dettes
6,14011198474,Elect,6.7,11.43,Admis/Dettes
7,14011198512,Elect,4.32,11.89,Admis/Dettes
8,14011198521,Elect,7.03,11.55,Admis/Session2
9,14011198539,Elect,8.72,11.5,Admis/Session1
10,14011198566,Elect,8.72,11.13,Admis/Dettes
11,14011198597,Elect,11.65,11.07,Admis/Session2
12,14011298620,Elect,13.73,11.37,Admis/Session2
13,14011298622,Elect,11.85,11.07,Admis/Session1
14,14011298636,Elect,10.28,11.43,Admis/Session1
15,14011298641,Elect,10.19,11.86,Admis/Dettes
16,14011298670,Elect,9.46,11.26,Admis/Session1
17,14011298695,Elect,8.05,11.19,Admis/Dettes
18,14011298765,Elect,10.0,11.99,Admis/Session2
19,14011298834,Elect,12.34,11.22,Admis/Session2
20,14011298877,Elect,11.44,11.88,Admis/Dettes
21,14011298885,Elect,10.3,11.49,Admis/Dettes
22,14011298977,Elect,10.32,11.27,Admis/Session2
23,14011298981,Elect,10.3,11.47,Admis/Dettes
24,14011299015,Elect,6.51,11.49,Admis/Dettes
25,14011299032,Elect,13.66,11.72,Admis/Session1
26,14011299080,Elect,11.66,11.29,Admis/Dettes
27,14011299127,Elect,11.18,11.35,Admis/Session1
28,14011299146,Elect,15.99,11.14,Admis/Session2
29,14011299188,Elect,17.79,11.67,Admis/Session1
