,id_student,id_course,average,bac_average,status
0,14011298736,Chim,10.17,14.06,Admis/Dettes
1,14011298823,Chim,13.5,14.46,Admis/Session1
2,14011298919,Chim,15.84,14.05,Admis/Session1
3,14011298962,Chim,10.86,14.06,Admis/Dettes
4,14011298964,Chim,13.01,14.59,Admis/Session2
5,14011298966,Chim,18.82,14.91,Admis/Session1
6,14011299010,Chim,13.51,14.75,Admis/Session1
7,14011299026,Chim,13.16,14.37,Admis/Session1
8,14011299068,Chim,14.01,14.44,Admis/Session1
9,14011299105,Chim,17.0,14.54,Admis/Session1
10,14011299110,Chim,14.97,14.39,Admis/Session1
11,14011299118,Chim,10.33,14.71,Admis/Session2
12,14011299122,Chim,15.26,14.77,Admis/Session2
