,id_student,id_course,average,bac_average,status
0,14011097150,Elect,5.71,12.13,Admis/Dettes
1,14011097276,Elect,16.65,12.21,Admis/Session1
2,14011097478,Elect,11.0,12.42,Ajourné
3,14011097634,Elect,4.72,12.78,Admis/Session1
4,14011197795,Elect,12.02,12.45,Admis/Session2
5,14011197807,Elect,12.31,12.14,Admis/Session2
6,14011197808,Elect,10.66,12.69,Admis/Dettes
7,14011197810,Elect,10.04,12.02,Admis/Dettes
8,14011197872,Elect,11.36,12.13,Admis/Session1
9,14011197893,Elect,13.84,12.65,Admis/Dettes
10,14011197914,Elect,15.34,12.19,Admis/Session1
11,14011197936,Elect,11.38,12.37,Admis/Session1
12,14011197947,Elect,11.34,12.98,Admis/Session1
13,14011197960,Elect,10.98,12.98,Ajourné
14,14011197966,Elect,8.02,12.62,Admis/Session1
15,14011197977,Elect,10.03,12.54,Admis/Session1
16,14011197993,Elect,6.74,12.38,Admis/Dettes
17,14011198007,Elect,8.4,12.01,Admis/Session1
18,14011198033,Elect,12.02,12.22,Admis/Session1
19,14011198053,Elect,10.36,12.44,Ajourné
20,14011198072,Elect,10.0,12.88,Admis/Session1
21,14011198084,Elect,10.02,12.99,Admis/Dettes
22,14011198087,Elect,4.06,12.13,Ajourné
23,14011198113,Elect,10.02,12.05,Admis/Session2
24,14011198116,Elect,17.65,12.0,Admis/Session1
25,14011198125,Elect,7.36,12.2,Ajourné
26,14011198166,Elect,5.57,12.25,Ajourné
27,14011198174,Elect,10.03,12.29,Admis/Session1
28,14011198198,Elect,7.81,12.95,Admis/Session1
29,14011198214,Elect,10.01,12.33,Admis/Dettes
30,14011198282,Elect,16.3,12.05,Admis/Session2
31,14011198286,Elect,10.52,12.73,Admis/Session2
32,14011198334,Elect,10.69,12.44,Ajourné
33,14011198391,Elect,13.17,12.36,Admis/Dettes
34,14011198410,Elect,9.54,12.46,Admis/Session1
35,14011198430,Elect,10.04,12.48,Admis/Dettes
36,14011198433,Elect,12.02,12.0,Admis/Session1
37,14011198434,Elect,10.03,12.75,Admis/Session2
38,14011198501,Elect,10.05,12.87,Admis/Session1
39,14011198504,Elect,10.36,12.39,Admis/Session2
40,14011198511,Elect,14.5,12.35,Admis/Session1
41,14011198530,Elect,8.68,12.11,Admis/Session2
42,14011198543,Elect,10.02,12.57,Admis/Dettes
43,14011198576,Elect,7.03,12.23,Ajourné
44,14011198582,Elect,6.04,12.64,Admis/Session1
45,14011198587,Elect,10.03,12.69,Admis/Session2
