,id_student,id_course,average,bac_average,status
0,14011198043,Aly2,5.74,10.78,Admis/Dettes
1,14011198397,Aly2,9.06,10.99,Admis/Session2
2,14011198494,Aly2,8.45,10.97,Admis/Dettes
3,14011198524,Aly2,6.4,10.97,Admis/Session1
4,14011298627,Aly2,3.39,10.85,Admis/Session1
5,14011298645,Aly2,10.03,10.36,Admis/Session2
6,14011298662,Aly2,7.87,10.69,Admis/Session1
7,14011298668,Aly2,12.98,10.6,Admis/Session2
8,14011298687,Aly2,11.53,10.55,Admis/Session2
9,14011298700,Aly2,0.66,10.39,Admis/Session1
10,14011298706,Aly2,10.04,10.19,Admis/Session2
11,14011298710,Aly2,6.72,10.18,Admis/Session1
12,14011298764,Aly2,7.97,10.38,Admis/Session1
13,14011298861,Aly2,6.86,10.88,Admis/Dettes
14,14011299180,Aly2,12.79,10.0,Admis/Session2
