,id_student,id_course,average,bac_average,status
0,14011097478,info,8.63,12.42,Admis/Session1
1,14011197960,info,9.0,12.98,Admis/Session2
2,14011198053,info,8.69,12.44,Admis/Session1
3,14011198087,info,9.38,12.13,Admis/Dettes
4,14011198125,info,6.38,12.2,Admis/Dettes
5,14011198166,info,2.63,12.25,Admis/Session1
6,14011198334,info,9.38,12.44,Admis/Session2
7,14011198576,info,5.38,12.23,Admis/Dettes
8,14011298615,info,8.13,12.13,Admis/Session2
9,14011298631,info,13.75,12.67,Admis/Session1
10,14011298667,info,16.38,12.45,Admis/Session1
11,14011298672,info,11.57,12.94,Admis/Session2
12,14011298683,info,7.38,12.6,Admis/Dettes
13,14011298688,info,10.38,12.82,Admis/Dettes
14,14011298704,info,10.0,12.64,Admis/Session1
15,14011298763,info,10.88,12.79,Admis/Dettes
16,14011298766,info,10.38,12.19,Admis/Session2
17,14011298787,info,7.63,12.34,Admis/Session1
18,14011298818,info,12.0,12.48,Admis/Dettes
19,14011298879,info,5.5,12.35,Admis/Dettes
20,14011298925,info,10.5,12.57,Admis/Session1
21,14011298927,info,6.32,12.7,Admis/Session1
22,14011298935,info,10.13,12.82,Admis/Session1
23,14011299024,info,9.63,12.68,Admis/Session1
24,14011299097,info,12.13,12.17,Admis/Dettes
25,14011299190,info,10.0,12.35,Admis/Dettes
26,14011299200,info,11.94,12.77,Admis/Dettes
27,14011299212,info,8.75,12.12,Admis/Dettes
28,14011299215,info,11.5,12.13,Admis/Dettes
29,14011299234,info,11.88,12.91,Admis/Dettes
