,id_student,id_course,average,bac_average,status
0,14011298736,STRM,10.01,14.06,Admis/Dettes
1,14011298823,STRM,11.69,14.46,Admis/Session1
2,14011298919,STRM,8.04,14.05,Admis/Session1
3,14011298962,STRM,7.74,14.06,Admis/Dettes
4,14011298964,STRM,6.08,14.59,Admis/Session2
5,14011298966,STRM,13.01,14.91,Admis/Session1
6,14011299010,STRM,14.02,14.75,Admis/Session1
7,14011299026,STRM,12.04,14.37,Admis/Session1
8,14011299068,STRM,8.72,14.44,Admis/Session1
9,14011299105,STRM,9.87,14.54,Admis/Session1
10,14011299110,STRM,8.68,14.39,Admis/Session1
11,14011299118,STRM,11.7,14.71,Admis/Session2
12,14011299122,STRM,10.0,14.77,Admis/Session2
