,id_student,id_course,average,bac_average,status
0,14011097122,Analy,12.19,14.38,Admis/Session1
1,14011097185,Analy,9.7,14.71,Admis/Session1
2,14011097193,Analy,11.36,14.13,Admis/Session1
3,14011097248,Analy,14.34,14.68,Admis/Session1
4,14011097256,Analy,8.55,14.35,Admis/Session1
5,14011097266,Analy,11.35,14.8,Admis/Dettes
6,14011097330,Analy,8.87,14.15,Admis/Session1
7,14011097354,Analy,12.18,14.04,Admis/Session1
8,14011097368,Analy,11.34,14.39,Admis/Session1
9,14011097527,Analy,11.02,14.75,Admis/Session1
10,14011097549,Analy,11.05,14.42,Admis/Session1
11,14011097631,Analy,11.68,14.15,Admis/Session1
