,id_student,id_course,average,bac_average,status
0,14011097122,Chim,10.02,14.38,Admis/Session1
1,14011097185,Chim,12.67,14.71,Admis/Session1
2,14011097193,Chim,12.34,14.13,Admis/Session1
3,14011097248,Chim,14.68,14.68,Admis/Session1
4,14011097256,Chim,12.02,14.35,Admis/Session1
5,14011097266,Chim,8.37,14.8,Admis/Dettes
6,14011097330,Chim,13.34,14.15,Admis/Session1
7,14011097354,Chim,16.66,14.04,Admis/Session1
8,14011097368,Chim,11.34,14.39,Admis/Session1
9,14011097527,Chim,10.36,14.75,Admis/Session1
10,14011097549,Chim,9.4,14.42,Admis/Session1
11,14011097631,Chim,11.69,14.15,Admis/Session1
