,id_student,id_course,average,bac_average,status
0,14010996899,His-s,10.0,12.15,Admis/Session2
1,14011097150,His-s,2.0,12.13,Ajourné
2,14011097152,His-s,10.0,12.21,Admis/Session1
3,14011097276,His-s,10.0,12.21,Ajourné
4,14011097292,His-s,15.0,12.92,Admis/Session1
5,14011097372,His-s,12.0,12.4,Admis/Session1
6,14011097420,His-s,11.0,12.48,Admis/Session1
7,14011097422,His-s,11.0,12.59,Admis/Session1
8,14011097436,His-s,5.0,12.76,Admis/Session1
9,14011097441,His-s,10.0,12.78,Admis/Session1
10,14011097456,His-s,7.0,12.21,Admis/Session2
11,14011097471,His-s,11.0,12.49,Admis/Session2
12,14011097478,His-s,7.0,12.42,Ajourné
13,14011097496,His-s,10.0,12.55,Admis/Session2
14,14011097505,His-s,6.0,12.7,Admis/Session1
15,14011097564,His-s,6.0,12.85,Admis/Session1
16,14011097593,His-s,7.0,12.79,Admis/Session1
17,14011097599,His-s,10.0,12.75,Admis/Session2
18,14011097634,His-s,10.0,12.78,Ajourné
