,id_student,id_course,average,bac_average,status
0,14010996892,ALG1,6.53,10.22,Admis/Dettes
1,14010996947,ALG1,9.66,10.66,Admis/Dettes
2,14011097102,ALG1,7.36,10.62,Admis/Dettes
3,14011097242,ALG1,9.19,10.25,Admis/Session1
4,14011097416,ALG1,8.19,10.88,Ajourné
5,14011097462,ALG1,9.02,10.93,Admis/Session1
6,14011097464,ALG1,4.04,10.52,Ajourné
7,14011097484,ALG1,6.87,10.74,Admis/Session2
8,14011097494,ALG1,12.66,10.06,Admis/Session1
9,14011097506,ALG1,12.66,10.07,Admis/Dettes
10,14011097543,ALG1,6.36,10.88,Admis/Dettes
11,14011097551,ALG1,18.0,10.28,Admis/Session1
12,14011097571,ALG1,6.04,10.0,Ajourné
13,14011097609,ALG1,1.7,10.8,Ajourné
