,id_student,id_course,average,bac_average,status
0,14010996905,StatD,6.2,11.86,Admis/Session2
1,14010996922,StatD,6.55,11.11,Ajourné
2,14011097177,StatD,6.68,11.37,Ajourné
3,14011097195,StatD,10.01,11.32,Admis/Session2
4,14011097274,StatD,7.68,11.42,Ajourné
5,14011097290,StatD,11.68,11.38,Admis/Session2
6,14011097377,StatD,7.04,11.04,Admis/Dettes
7,14011097400,StatD,6.32,11.73,Admis/Session2
8,14011097401,StatD,7.02,11.21,Admis/Session2
9,14011097402,StatD,5.36,11.21,Admis/Session2
10,14011097458,StatD,7.04,11.63,Admis/Session1
11,14011097473,StatD,9.35,11.7,Admis/Dettes
12,14011097482,StatD,7.89,11.38,Admis/Session1
13,14011097486,StatD,11.02,11.5,Admis/Dettes
14,14011097534,StatD,7.68,11.39,Admis/Dettes
15,14011097588,StatD,3.39,11.68,Ajourné
16,14011097615,StatD,6.36,11.33,Admis/Dettes
17,14011097629,StatD,8.05,11.84,Admis/Session1
18,14011097632,StatD,9.86,11.28,Admis/Session2
