,id_student,id_course,average,bac_average,status
0,14010996922,CF,10.0,11.11,Admis/Dettes
1,14011097177,CF,0.68,11.37,Admis/Dettes
2,14011097274,CF,9.37,11.42,Admis/Session1
3,14011097588,CF,10.7,11.68,Admis/Session1
4,14011197866,CF,10.24,11.25,Admis/Session1
5,14011197999,CF,12.53,11.66,Admis/Session1
6,14011198010,CF,9.69,11.48,Admis/Session2
7,14011198070,CF,10.66,11.58,Ajourné
8,14011198091,CF,5.25,11.44,Admis/Session2
9,14011198180,CF,11.85,11.85,Ajourné
10,14011198183,CF,10.19,11.79,Ajourné
11,14011198267,CF,8.05,11.82,Admis/Session1
12,14011198389,CF,7.17,11.77,Ajourné
13,14011198392,CF,8.35,11.35,Admis/Session2
14,14011198396,CF,13.83,11.72,Admis/Dettes
15,14011198407,CF,4.71,11.57,Ajourné
16,14011198419,CF,6.55,11.29,Admis/Dettes
17,14011198445,CF,5.23,11.13,Ajourné
18,14011198452,CF,13.5,11.95,Admis/Session2
19,14011198474,CF,5.06,11.43,Ajourné
20,14011198480,CF,10.0,11.5,Admis/Session2
21,14011198503,CF,10.72,11.17,Admis/Session1
22,14011198512,CF,8.02,11.89,Ajourné
23,14011198520,CF,11.7,11.99,Admis/Session1
24,14011198521,CF,6.9,11.55,Ajourné
25,14011198526,CF,10.02,11.92,Admis/Session2
26,14011198528,CF,10.0,11.82,Admis/Session2
27,14011198539,CF,6.21,11.5,Ajourné
28,14011198544,CF,12.34,11.65,Admis/Dettes
29,14011198566,CF,5.7,11.13,Ajourné
30,14011198577,CF,8.32,11.71,Admis/Session2
31,14011198583,CF,10.04,11.44,Admis/Session1
32,14011198585,CF,8.49,11.76,Admis/Dettes
33,14011198588,CF,8.38,11.99,Admis/Session1
34,14011198597,CF,10.0,11.07,Ajourné
