,id_student,id_course,average,bac_average,status
0,14011198070,info,6.5,11.58,Admis/Session1
1,14011198180,info,8.88,11.85,Admis/Session1
2,14011198183,info,7.25,11.79,Admis/Dettes
3,14011198389,info,6.13,11.77,Admis/Dettes
4,14011198407,info,10.75,11.57,Admis/Dettes
5,14011198445,info,8.75,11.13,Admis/Dettes
6,14011198474,info,7.5,11.43,Admis/Dettes
7,14011198512,info,13.25,11.89,Admis/Dettes
8,14011198521,info,9.63,11.55,Admis/Session2
9,14011198539,info,7.38,11.5,Admis/Session1
10,14011198566,info,10.57,11.13,Admis/Dettes
11,14011198597,info,5.0,11.07,Admis/Session2
12,14011298620,info,11.5,11.37,Admis/Session2
13,14011298622,info,12.25,11.07,Admis/Session1
14,14011298636,info,10.75,11.43,Admis/Session1
15,14011298641,info,8.38,11.86,Admis/Dettes
16,14011298670,info,9.88,11.26,Admis/Session1
17,14011298695,info,10.75,11.19,Admis/Dettes
18,14011298765,info,13.5,11.99,Admis/Session2
19,14011298834,info,14.0,11.22,Admis/Session2
20,14011298877,info,9.25,11.88,Admis/Dettes
21,14011298885,info,12.0,11.49,Admis/Dettes
22,14011298977,info,12.75,11.27,Admis/Session2
23,14011298981,info,6.07,11.47,Admis/Dettes
24,14011299015,info,14.44,11.49,Admis/Dettes
25,14011299032,info,11.38,11.72,Admis/Session1
26,14011299080,info,9.0,11.29,Admis/Dettes
27,14011299127,info,8.5,11.35,Admis/Session1
28,14011299146,info,7.13,11.14,Admis/Session2
29,14011299188,info,14.75,11.67,Admis/Session1
