,id_student,id_course,average,bac_average,status
0,14011198043,StatD,9.38,10.78,Admis/Dettes
1,14011198397,StatD,13.7,10.99,Admis/Session2
2,14011198494,StatD,11.51,10.97,Admis/Dettes
3,14011198524,StatD,8.52,10.97,Admis/Session1
4,14011298627,StatD,9.19,10.85,Admis/Session1
5,14011298645,StatD,11.69,10.36,Admis/Session2
6,14011298662,StatD,11.69,10.69,Admis/Session1
7,14011298668,StatD,8.04,10.6,Admis/Session2
8,14011298687,StatD,11.32,10.55,Admis/Session2
9,14011298700,StatD,13.32,10.39,Admis/Session1
10,14011298706,StatD,10.34,10.19,Admis/Session2
11,14011298710,StatD,11.68,10.18,Admis/Session1
12,14011298764,StatD,10.04,10.38,Admis/Session1
13,14011298807,StatD,8.04,10.63,Admis/Dettes
14,14011298861,StatD,12.68,10.88,Admis/Dettes
15,14011299180,StatD,12.04,10.0,Admis/Session2
