,id_student,id_course,average,bac_average,status
0,14011197816,STRM,4.76,14.54,Admis/Session1
1,14011197923,STRM,14.85,14.27,Admis/Session1
2,14011198041,STRM,10.02,14.19,Admis/Session1
3,14011198101,STRM,13.7,14.77,Admis/Session1
4,14011198103,STRM,10.02,14.07,Admis/Session1
5,14011198136,STRM,8.36,14.7,Admis/Session1
6,14011198216,STRM,12.98,14.09,Admis/Session1
7,14011198466,STRM,11.05,14.2,Admis/Session1
8,14011198477,STRM,7.92,14.6,Admis/Session1
9,14011198487,STRM,7.57,14.22,Admis/Dettes
10,14011198497,STRM,10.53,14.15,Admis/Session1
11,14011198515,STRM,13.0,14.15,Admis/Session2
12,14011198581,STRM,9.2,14.25,Admis/Session1
